,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_genre,ArtistFamiliarity,Hotness,end_of_fade_in,Loudness,start_of_fade_out
104,3rTDyTRoOIDyOZn7eGHLAn,Dub Pistols;Ashley Slater,Rum & Coke,Everyday Stranger,14,326486,False,0.652,0.672,7,-7.309,1,0.0325,0.0339,3.85e-05,0.795,0.18,111.974,breakbeat,0.687619666235,0.417068912495,3.181,-6.841,292.931
105,5LOKOBboMIbi4moxpjuFL5,Orbital,Chime,Chime - Edit,49,194760,False,0.726,0.919,8,-13.836,1,0.045,0.000143,0.709,0.0795,0.332,120.952,breakbeat,0.693009203581,0.498668874796,0.0,-6.924,188.801
106,29LHe8kG3PraghUZOZYsw4,Sean Paul;Beyoncé,Dutty Rock,Baby Boy (feat. Beyoncé ),62,246706,False,0.658,0.621,1,-5.725,1,0.231,0.0667,2.46e-06,0.142,0.817,91.267,dancehall,0.88446105206,0.619431422311,0.252,-7.663,234.905
107,4Y4lLewu8AbU1fe9EWadwG,SHY FX;T. Power,Feelings,Feelings,15,373199,False,0.715,0.737,4,-5.623,0,0.0977,0.107,0.000312,0.34,0.582,98.966,drum-and-bass,0.524694957898,0.368067241031,0.0,-3.584,367.467
108,0t4Cj30e0YENYFhZ3ED7kG,Johnny Osbourne,Johnny Osbourne - Most Wanted,Fally Ranking,28,226853,False,0.824,0.692,6,-6.44,0,0.0484,0.0165,0.0,0.08,0.96,132.45,dub,0.618765785486,0.409134868797,0.171,-13.637,195.042
109,0a7BloCiNzLDD9qSQHh5m7,Fall Out Boy,From Under The Cork Tree,"Dance, Dance",77,180266,False,0.622,0.961,11,-3.198,0,0.154,0.00523,0.0,0.0854,0.449,114.452,emo,0.937964750397,0.566622887558,0.0,-3.544,187.193
110,5bTuwAgYUD5MABOIPH8ZMt,My Chemical Romance,Three Cheers for Sweet Revenge,You Know What They Do to Guys Like Us in Prison,67,173733,True,0.387,0.913,8,-3.761,1,0.0814,0.00366,0.0,0.136,0.674,185.957,emo,0.864867842092,0.76607616442,0.206,-4.192,171.236
111,3rEiBsVWrvSBfK3jJkGQq1,Julien Clerc,100 Chansons,This Melody,32,251266,False,0.581,0.547,2,-8.604,1,0.0295,0.0542,0.0,0.181,0.566,120.989,french,0.58547953975,0.364384924468,2.775,-9.97,272.64
112,5qZwoi4t4rrkJTduB72iNg,The Tony Danza Tapdance Extravaganza,The Tony Danza Tap Dance Extravaganza,Cliff Burton Suprise,17,198866,False,0.301,0.957,7,-8.067,0,0.121,8.79e-06,0.86,0.18,0.278,139.365,grindcore,0.495078213732,0.398036106912,0.392,-8.202,191.036
113,3DelzIn0lPwX4PeOJk9zDF,3 Doors Down,3 Doors Down,It's Not My Time,59,241960,False,0.529,0.934,0,-4.808,1,0.0602,0.00153,5.16e-06,0.118,0.282,127.962,grunge,0.840432421742,0.608849018571,0.212,-5.981,224.177
114,3cZFj2sR9t4jnEGXiA5GqT,João Gilberto,Masters of Jazz Presents João Gilberto (1958 - 1962 Essential Works),Meditaçao,24,106733,False,0.344,0.236,6,-13.908,0,0.032,0.891,0.0,0.145,0.386,156.617,guitar,0.645192338747,0.471224329919,0.0,-32.331,325.114
115,6KCqhRDiCiiUDzSIL9HD6j,Charlie Walker,Golden Hits,Pick Me up on Your Way Down,13,155854,False,0.596,0.317,5,-11.362,1,0.0297,0.57,0.0,0.146,0.867,142.106,honky-tonk,0.536546301483,0.359542312761,0.136,-15.912,145.096
116,51piaTRq9ywWeNHokbyQzw,Charlie Walker,Charlie Walker: Greatest Honky Tonk Hits,Pick Me Up On Your Way Down - Single Version,38,145226,False,0.52,0.317,6,-10.669,1,0.0285,0.794,0.0,0.112,0.932,153.015,honky-tonk,0.536546301483,0.359542312761,0.136,-15.912,145.096
117,0fO7QiLntm2mzedKGCbgwv,Dora The Explorer,Dora The Explorer,Travel Song Medley,21,94493,False,0.885,0.806,1,-6.408,1,0.0476,0.135,0.000722,0.0311,0.748,110.943,kids,0.514414554202,0.413757657252,0.0,-6.917,62.787
118,2gscB6kDOmrv1P6qs2KXE3,Slipknot,Slipknot (10th Anniversary Edition),Wait and Bleed,73,147840,False,0.382,0.996,7,-4.119,1,0.104,0.00208,0.0,0.417,0.327,93.345,metal,0.928936926189,0.598555411894,0.16,-4.035,151.51
119,4QJLKU75Rg4558f4LbDBRi,Nickelback,Dark Horse,If Today Was Your Last Day,68,249066,False,0.485,0.911,3,-5.749,1,0.0355,8.67e-05,0.0,0.092,0.568,89.956,metal,0.847451713218,0.779968004597,0.096,-4.157,233.941
120,0Cro1lolgliyLKxGptK6RZ,Zeca Baleiro,Top Hits,Proibida Pra Mim,46,195000,False,0.65,0.361,7,-10.614,1,0.0328,0.722,0.0,0.097,0.54,132.839,mpb,0.610713219469,0.425126208212,0.0,-11.41,184.726
121,0ASYYaJ8RMrZ7N44KMEJr8,Dinosaur Jr.,Green Mind,Green Mind,28,296733,False,0.398,0.877,1,-10.762,0,0.0495,3.34e-05,0.0,0.354,0.558,134.242,power-pop,0.749796959401,0.551552455156,3.129,-5.899,287.126
122,4BwKxKoTqpwyQ4zOXXvp6T,Dinosaur Jr.,Whatever's Cool With Me,Whatever's Cool With Me,23,273760,False,0.177,0.98,0,-7.963,1,0.0876,0.0246,0.000116,0.736,0.0562,151.386,power-pop,0.749796959401,0.551552455156,0.235,-6.051,266.844
123,3XLLcsj95TZRf2mgsd5hP2,Blondie,80s 12'' Party,Rapture - US Disco Version; 1999 Remaster,21,433680,False,0.705,0.669,11,-10.548,0,0.0286,0.0728,0.00125,0.176,0.855,107.607,power-pop,0.758537438514,0.55141512027,0.398,-10.448,422.893
124,2mHchPRtQWet3iIS3jANr1,Sex Pistols,"Never Mind The Bollocks, Here’s The Sex Pistols",God Save The Queen,63,199453,False,0.304,0.901,9,-7.756,1,0.0602,0.00105,0.000376,0.158,0.541,147.199,punk-rock,0.731184230413,0.549204383877,0.177,-3.736,214.192
125,0I4yYE831a8SW8QIx6bz4x,Tommy James & The Shondells,Anthology,Crimson & Clover,58,209640,False,0.408,0.692,11,-9.478,1,0.0685,0.235,0.0255,0.197,0.684,82.499,rock-n-roll,0.620392055893,0.390660522723,0.119,-11.359,315.31
126,5xzdDMhFYiuUONB0Mha9VS,Little Eva,Llllloco-Motion,The Locomotion,61,139120,False,0.629,0.782,3,-9.595,1,0.0574,0.709,0.0215,0.304,0.736,128.973,rock-n-roll,0.590131051895,0.384549527936,0.148,-6.643,136.319
127,2LawezPeJhN4AWuSB0GtAU,Creedence Clearwater Revival,Pendulum (Expanded Edition),Have You Ever Seen The Rain,83,160133,False,0.741,0.697,0,-7.028,1,0.0277,0.0664,2.28e-05,0.133,0.774,116.109,rock,0.367667709887,0.234169894297,0.27,-9.224,249.347
128,4J0phvYcKa1Hr1EBwH0pu3,Los Auténticos Decadentes,Supersonico,Qué Vas a Hacer Conmigo,37,206933,False,0.615,0.586,0,-9.846,1,0.0339,0.163,1.11e-06,0.145,0.763,130.221,ska,0.610330728064,0.407821564861,0.0,-5.634,205.374
129,3KwxfGupNXVbQnRz0FkOPp,Los Fabulosos Cadillacs,Originales - 20 Exitos,"Manuel Santillán, el León - Versión Reggae",37,236066,False,0.771,0.902,7,-1.598,0,0.029,0.236,6.23e-05,0.332,0.955,107.617,ska,0.774037142161,0.521726647791,0.178,-4.879,234.144
130,4wN3FpTUeX142D60F23AEZ,Simple Minds,Once Upon A Time (Super Deluxe),Sanctify Yourself - Edit,26,234133,False,0.531,0.948,0,-5.265,1,0.0533,0.277,2.48e-05,0.751,0.595,128.096,synth-pop,0.700679841774,0.503362447997,1.04,-11.231,413.222
131,3CjQAbOyux9kiLgO98N6Ff,Simple Minds,Once Upon A Time,Sanctify Yourself - Remastered 2002,25,297453,False,0.564,0.912,0,-6.055,1,0.0411,0.0661,0.000669,0.672,0.724,128.219,synth-pop,0.700679841774,0.503362447997,1.04,-11.231,413.222
132,6bF7vDIjykeAeC706WE2KW,Mustafa Sandal,Gölgede Aynı,İki Tas Çorba,40,228200,False,0.619,0.433,8,-17.763,0,0.0424,0.729,0.00215,0.152,0.782,170.178,turkish,0.589136269578,0.409248013221,0.42,-13.342,214.471
