,SongNumber,SongID,AlbumID,AlbumName,ArtistID,ArtistName,Duration,KeySignature,KeySignatureConfidence,Tempo,TimeSignature,TimeSignatureConfidence,Title,Year,mbID,ArtistFamiliarity,Hotness,end_of_fade_in,key,keyConfidence,Loudness,mode,mode_confidence,start_of_fade_out,ArtistLower,SongLower
9267,9268,SOXGMCO12A8C139D60,294799,Richard Strauss: Ein Heldenleben; Tod und Verklärung,ARJDUON1187B989F69,David Zinman,227.082,7,0.436,131.917,3,0.513,Des Helden Widersacher,0,1cb86cd3-3e28-403e-9197-9ce0cdaffbd9,0.407997239255,0.333108829467,0.549,7,0.436,-25.613,0,0.598,227.082,david zinman,des helden widersacher
9270,9271,SOKPWEP12A8C137A4B,98397,The North Side Benches,ARXRVY51187B99E98E,Jim Bryson,276.21832,5,0.468,97.431,4,0.0,Fleetwood,0,8984444e-fab5-4176-81dc-a020aa1778ea,0.519246036274,0.427816989307,0.253,5,0.468,-7.101,1,0.391,262.037,jim bryson,fleetwood
9272,9273,SOCFNPC12AB017CE1B,627509,And Now...The Anita Kerr Orchestra!,AR95F611187B99CE1C,Anita Kerr,156.52526,3,0.717,94.771,3,0.768,Over The Rainbow,0,5061911c-56ff-4967-9cbc-de1601beea96,0.334167651725,0.188030094574,0.27,3,0.717,-14.355,1,0.655,148.753,anita kerr,over the rainbow
5702,5703,SOYLZHL12AC468A32E,791949,Obsidian Sunrise,ARSAWAQ1269FB35DF2,Kzss & Atma,335.09832,5,0.64,145.478,5,1.0,Obsidian Sunrise,0,,0.410588606923,0.0,2.101,5,0.64,-3.352,0,0.581,327.924,kzss & atma,obsidian sunrise
5705,5706,SOBDXNG12A8C139A47,98599,Let's Make Christmas Every Day,AR7537T1187B98FF59,Frankie Randall,215.77098,4,0.335,100.0,4,0.554,Winter Wonderland,0,51c83962-9698-4fe3-a228-bd5e96fbe3fa,0.248503726421,0.0,0.356,4,0.335,-18.86,0,0.283,203.343,frankie randall,winter wonderland
9279,9280,SOCFKSK12A8C140704,610753,The Secret Life Of The 4 Skins,ARQUFQK11F4C83C0D8,4 Skins,126.14485,9,0.544,90.787,4,0.0,Chaos (Live - Bridgehouse Tapes),0,,0.528653456089,0.0,0.374,9,0.544,-6.014,1,0.406,120.041,4 skins,chaos (live - bridgehouse tapes)
2352,2353,SOJCYIP12AC3DFA13C,682598,Coração de 5 Pontas,AR1PQYO1187B98BEC9,Hélio Ziskind,130.19383,8,0.668,120.066,4,0.734,Telê,0,db315e6a-06c4-43a2-a6bb-8d0e800838ac,0.351269291183,0.0,0.159,8,0.668,-9.333,1,0.613,125.306,hélio ziskind,telê
2354,2355,SOKENHI12A8C1420D3,476276,Virtuoso,AREU6JB1187B9911D4,Virtuoso,277.7073,7,0.638,100.095,4,1.0,Beautiful Maria of My Soul,0,c7965f54-23f3-4af2-82e9-3894ff2cb609,0.558601919647,0.400624308692,0.154,7,0.638,-8.498,0,0.49,270.408,virtuoso,beautiful maria of my soul
2355,2356,SOCOQSE12A8C13D17B,458165,Lili Marlene,ARKETDZ1187B9B2566,Marlene Dietrich,175.25506,8,0.559,84.894,5,0.369,No Love No Nothing,0,191cba6a-b83f-49ca-883c-02b20c7a9dd5,0.616896385668,0.41650394637,0.531,8,0.559,-17.186,1,0.471,167.056,marlene dietrich,no love no nothing
2356,2357,SOHMOLH12A8C141C40,611612,Surprisingly Good for You,ARLMRES11F4C83E1E1,Barbara Lusch,197.72036,4,0.335,120.138,3,1.0,Why Don't You Do Right,0,,0.366302894629,0.0,0.078,4,0.335,-12.745,0,0.48,190.195,barbara lusch,why don't you do right
2357,2358,SOMKDZN12A8C144D1E,375651,The Complete Hi Recordings of Charlie Rich,AR0B1CH1187FB3A824,Charlie Rich,148.24444,7,0.487,108.128,4,0.151,Only Me,0,9fb7fe77-4e8b-4cbd-ba8f-84bcd80a24bc,0.582804693791,0.44866907394,0.171,7,0.487,-15.354,1,0.449,137.009,charlie rich,only me
2358,2359,SOOFXBB12A8C137FF8,597487,Only A Woman,ARBLIP81187B98BE0C,Judy Mowatt,349.51791,1,0.477,149.567,4,0.0,Trade Winds,0,67919668-0060-4097-9687-8af0ed1df3da,0.527185158256,0.340080014302,0.142,1,0.477,-17.081,1,0.49,334.269,judy mowatt,trade winds
2335,2336,SONUEAD12A6D4F908B,45071,Diamond Sutra,ARZSTXE1187B99DD77,Biddu,338.02404,10,0.012,77.352,3,1.0,Raag Trance,0,a2ad7312-e234-430c-9a0f-317de8ede5b9,0.370667207746,0.297258384063,0.276,10,0.012,-9.992,0,0.15,325.242,biddu,raag trance
2336,2337,SOBQQCL12AB0180A33,326937,Technicolor,ARGGD1E1187B98FA9D,Parachute Band,199.28771,2,0.392,141.749,4,0.554,No Eye Has Seen,0,b5027515-8ffe-40c2-9ca3-572438f00087,0.634196180326,0.441945160514,2.212,2,0.392,-3.353,1,0.474,195.483,parachute band,no eye has seen
2337,2338,SONNVKK12A8C13CFBC,105408,Versunkener Schatz,AR6896B1187B98FADA,Paso Doble,229.40689,11,0.78,130.823,5,0.705,Kleine Killer,0,b99522ac-a4ff-4ec5-8a18-98695687a414,0.460250922106,0.0,0.978,11,0.78,-9.793,0,0.757,221.425,paso doble,kleine killer
2373,2374,SOCYAKZ12AB018708F,367900,The Blue Noise Session,ARFAGIR1187B997EA1,Jeanie Lambe & The Danny Moss Quartet,152.0322,8,0.115,168.558,4,0.226,Saturday Night Is The Loneliest Night In The Week,0,ef61eb63-101d-4cad-8341-899d79c779b0,0.0386381099084,0.0,0.097,8,0.115,-10.274,1,0.35,147.441,jeanie lambe & the danny moss quartet,saturday night is the loneliest night in the week
2374,2375,SOLEQYS12AB017D59D,483228,Extasick and This Dirty Musick,ARZGMLE11F4C840C9D,Extasick,134.03383,2,0.049,91.459,4,0.919,Misanthrope,0,,0.416985864478,0.267454193916,0.0,2,0.049,-8.933,1,0.457,125.167,extasick,misanthrope
2375,2376,SOFZJFU12A8C1420A1,611925,Pat Travers,ARYCP7D1187B99516B,Pat Travers,152.99873,9,0.635,140.872,4,0.336,As My Fire Flies,0,71fd1b0d-4f63-4060-95d9-afbc80ddffc2,0.565971267271,0.384018128543,0.868,9,0.635,-7.812,1,0.632,152.999,pat travers,as my fire flies
2376,2377,SOWFQKL12AB017D754,452242,Le Mystère de la Chambre Jaune (Bande Originale du Film),ARWNRBH1187B9B7E68,Philippe Sarde,158.82404,2,0.492,85.691,3,0.748,Le Presbytère n'a rien perdu de son Charme,0,0ac4021c-ccbc-4a86-a565-83364ef51e42,0.455679778544,0.343697449963,0.661,2,0.492,-22.35,0,0.42,154.54,philippe sarde,le presbytère n'a rien perdu de son charme
6745,6746,SOIVTZO12A8C13AF27,265380,The Edge Of Love,AR1PCLK1187FB5BBFF,Angelo Badalamenti / Patrick Wolf,124.83873,9,0.613,93.778,4,0.891,Careless Talk,0,5894dac5-0260-4175-b36e-e34680a859d6,0.698770477796,0.399451724005,0.104,9,0.613,-15.152,1,0.579,117.168,angelo badalamenti / patrick wolf,careless talk
6747,6748,SOQRTJE12AC95F02CB,738663,In My Mind,ARE7AY71187FB53D26,Play,289.2273,7,0.441,138.443,4,0.314,In My Mind (Remix),0,f7c4493a-a450-4245-8d35-e357433134ae,0.722610411522,0.382344577904,0.223,7,0.441,-12.816,0,0.363,285.6,play,in my mind (remix)
6750,6751,SOZWTCR12A58A7BA31,249472,Truck Driver,ARD7TVE1187B99BFB1,Casual,188.05506,2,0.475,92.571,4,0.725,Classic Material,0,e77e51a5-4761-45b3-9847-2051f811e366,0.581793765845,0.401997543364,0.241,2,0.475,-5.022,1,0.474,186.027,casual,classic material
6751,6752,SOJIIDB12AB017BC10,487396,Back To The Delta,ARP5MSK1187B99A54C,Jimmy Burns,211.74812,0,0.605,138.755,3,0.97,Groovin' With Jimmy,0,be404497-eaee-420b-ba4b-6331bf6056cd,0.348920356349,0.271527657671,0.194,0,0.605,-7.461,1,0.609,202.809,jimmy burns,groovin' with jimmy
6754,6755,SOZCDMD12AAF3B2185,481841,Primitive Passions,ARD6L7O1187B995ADA,Dave Valentin,262.55628,0,0.674,125.294,4,0.0,San Juan,0,1dcb045b-12f1-4105-97f0-61fcb1b152c5,0.498991672755,0.32530467383,0.405,0,0.674,-10.325,1,0.722,257.974,dave valentin,san juan
6755,6756,SOFBLKT12AB018A5E3,581881,Quiet Time,ARUGX5X1187FB468C4,Dino,206.96771,8,0.495,134.279,7,0.813,Wonderful Peace,0,eb28e896-59b8-41df-b3c2-148e68ce03eb,0.642358176035,0.409818411456,0.0,8,0.495,-22.504,1,0.696,184.645,dino,wonderful peace
6757,6758,SOIMZSM12AB0188CB8,355995,Darkest Light,ARZAHDN1187B9B4BED,Ice,285.77914,5,0.592,111.046,4,0.739,Time Will Tell,0,e5348c4f-6907-4be7-b597-53bedbbc8e60,0.649155773531,0.345935702186,0.136,5,0.592,-5.956,0,0.558,276.793,ice,time will tell
6758,6759,SOPAKUZ12A8C13F02B,804889,La vie va si vite (Live),ARZLCTV1241B9C4D46,Claire Elzière,152.97261,5,0.798,90.073,4,0.437,Au mariage des Levon-Lecu (Live),0,,0.498230071939,0.288726536783,0.972,5,0.798,-11.339,1,0.661,136.737,claire elzière,au mariage des levon-lecu (live)
6760,6761,SOUQYAU12AB0181058,445244,Reggae Hits Vol. 35,ARA7LD41187FB4DC0C,Don Campbell,223.29424,1,0.035,157.897,4,0.284,Unchain Us,0,da9c8b49-8e05-47e1-9578-7ca88d8b5a6c,0.497655378252,0.348164621087,2.473,1,0.035,-6.87,0,0.32,220.642,don campbell,unchain us
6761,6762,SOMUQUB12A8C132AD9,240472,Celtic Harp,ARW1BRR1187B996332,Voyager Series,103.73179,0,0.537,71.308,1,0.592,The Harp That Once Through Tara's Halls,0,9e643ff3-c2ea-4530-9fe2-630f96c42548,0.327675437351,0.269693550384,0.0,0,0.537,-24.327,1,0.678,96.212,voyager series,the harp that once through tara's halls
6763,6764,SOLCFZV12A8C131BB7,283653,Tales Of The Unexpected,ARSPUHE1187B99DB8A,Frank Marino & Mahogany Rush,336.79628,2,0.684,139.499,4,0.0,Down_ Down_ Down,0,625e171a-6bca-4f91-9b78-7078ef52ab25,0.477295628581,0.350349276721,2.763,2,0.684,-8.978,1,0.504,336.796,frank marino & mahogany rush,down_ down_ down
6764,6765,SOQJGUH12AB018410B,464778,Good Wood,AR681HS1187FB5BBFE,David Lynch,214.04689,8,0.643,166.929,7,0.214,Carry The Light,0,93fd9c68-4290-41e9-a325-742ea0d72896,0.566813909996,0.463025075994,0.0,8,0.643,-9.214,1,0.527,200.858,david lynch,carry the light
2389,2390,SOJCRCV12AC468654B,688685,Live In Detroit (Expanded Edition),ARMD0G81187B99A519,Vickie Winans,287.03302,9,0.698,79.734,1,0.866,Great Is Thy Faithfulness,0,378125ec-fd93-4920-87f0-0ab145c2db88,0.65393782097,0.396855869325,0.0,9,0.698,-26.626,1,0.573,283.434,vickie winans,great is thy faithfulness
2391,2392,SOFAJKC12AB018B184,665478,TheBurbsLife,ARA0YAE1187B9B1D16,John Brown,151.27465,4,0.247,87.453,4,0.848,Party In The Burbs,0,56ad0acd-c2aa-4293-a71a-eede69bd08f0,0.641525136191,0.387181941622,0.0,4,0.247,-3.951,0,0.214,148.509,john brown,party in the burbs
2392,2393,SOQSYGY12A8C137E0F,205255,Unforgettable,AROF4LP1187FB41C51,Selena,329.58649,7,0.57,182.168,4,0.152,Como La Flor (2005 Re-mastering) (Live),0,04b97d63-b900-4e2e-92dc-a4331ddc95a6,0.748320703067,0.54586591707,4.58,7,0.57,-7.951,0,0.579,329.586,selena,como la flor (2005 re-mastering) (live)
2393,2394,SOHRTYN12AB018CCDE,819440,Andy Russell. Themes Only For Lovers,AR72THZ1187B9974EF,Andy Russell,156.94322,0,0.203,85.311,1,0.0,I Love You And You Love Me,0,1ac1deee-861c-49f2-8cec-32d8da31ef18,0.399253389957,0.281995108835,0.0,0,0.203,-9.186,1,0.305,147.783,andy russell,i love you and you love me
2396,2397,SOQFRWV12A8C133D0A,192864,Grown Up Wrong,AR3752L1187FB4B67E,The Real Kids,148.06159,2,0.114,179.13,4,0.184,Can't Shake That Girl,0,76f18c18-58df-47f9-9274-d3368d25129a,0.484893131196,0.344871922171,0.0,2,0.114,-14.934,0,0.497,144.428,the real kids,can't shake that girl
2397,2398,SOJBVLG12AB0180412,398259,SKOLD vs. KMFDM,ARZDUML1187B9AD101,SKOLD vs. KMFDM,327.88853,10,0.441,127.0,4,0.223,Alkohol,0,66d8b7c7-8096-4096-b528-04489969e452,0.489298816134,0.356580341774,0.0,10,0.441,-5.703,0,0.456,316.772,skold vs. kmfdm,alkohol
2359,2360,SOJFRZB12A6D4F92E2,74893,The Best Of Karen Peck And New River,ARHNMEZ11F50C4706C,Karen Peck And New River,194.45506,0,0.031,89.001,4,0.885,Feels Good To Be Free,0,c926a04a-df7f-43b0-8e5b-8976ab4d3e8f,0.325700770999,0.373832894365,0.19,0,0.031,-5.729,1,0.652,179.891,karen peck and new river,feels good to be free
2360,2361,SOKQDCA12A8C13CDEF,305169,Stills,ARK30AI1187FB3C777,Dive,227.36934,0,0.013,103.621,4,1.0,Contact,0,fdefb292-50fc-4794-b36b-14be4c1d46fe,0.615106846422,0.345610203555,8.702,0,0.013,-15.712,1,0.304,211.116,dive,contact
5706,5707,SORQBLL12AB0184523,373724,Welcome To My Land Of Love,AREB9421187FB458EF,Tommy Overstreet,185.73016,11,0.878,129.714,4,0.0,Heart Of Dixie,0,ec45b4bf-0f5c-41df-ab2b-5454bf292a10,0.441586733214,0.279515479757,0.161,11,0.878,-13.569,1,0.734,176.884,tommy overstreet,heart of dixie
2362,2363,SOKUHGH12AB017FB12,455287,If You Love These Blues_ Play'em As You Please,ARFONSP11F50C4D175,Michael Bloomfield,271.85587,0,0.692,74.392,3,0.397,I Must See Jesus,0,,0.495066660974,0.372179877857,0.316,0,0.692,-13.983,1,0.714,263.425,michael bloomfield,i must see jesus
2363,2364,SOWETWO12A6D4FA5F3,48411,Stop The Clocks,ARBUOOR1187B997391,Oasis,301.92281,0,0.236,136.948,4,0.461,Morning Glory,0,ecf9f3a3-35e9-4c58-acaa-e707fba45060,0.834564098277,0.540216450465,5.619,0,0.236,-3.159,1,0.266,301.923,oasis,morning glory
2364,2365,SOXXFEW12AB017F2A8,386702,Joue Legrand & Becaud,AR6W9T51187B9A8B8E,Maurice Larcange,215.37914,1,0.771,133.553,4,0.22,Un Peu D'Amour Et D'Amitié,0,e39cebbc-be71-42ba-a60c-2d6ffc57a4f1,0.360241801208,0.279642625277,0.334,1,0.771,-10.398,1,0.649,211.453,maurice larcange,un peu d'amour et d'amitié
2365,2366,SOFGVWR12A8C141D19,748222,Santa Claus Is Coming To Town,ARQ9BO41187FB5CF1F,John Davis & Emma Doyle,135.52281,0,0.568,169.878,4,0.179,Rudolph The Red-Nosed Reindeer,0,fbdaf414-feeb-4a64-bebb-1ec477ac3663,0.0,0.387635477706,0.466,0,0.568,-13.781,1,0.581,129.927,john davis & emma doyle,rudolph the red-nosed reindeer
2367,2368,SODLRRT12AB0189535,463518,Chasing Monsters,AR1Y2PT1187FB5B9CE,John Wesley_ John Wesley,351.08526,7,0.691,133.405,5,0.813,Disappeared,0,84f3a2c3-95b4-4d4f-82d9-0e4baf4886ab,0.560557983904,0.452789476752,0.0,7,0.691,-7.513,1,0.632,343.748,john wesley_ john wesley,disappeared
2369,2370,SOPDILX12AF72AA3C2,708200,Ain't No Love (Ain't No Use),AR1072G1187FB5B351,Tabu feat. Mitzib,474.61832,11,0.727,127.887,4,0.403,Ain't No Love Ain't No Use (Love To Infinity Full Funk Mix),0,f3c28d22-1e7d-4a6a-8162-6a3f4420082c,0.578881703772,0.444900149323,0.34,11,0.727,-9.788,1,0.536,472.48,tabu feat. mitzib,ain't no love ain't no use (love to infinity full funk mix)
2372,2373,SORZLRP12AB017D68D,588630,Ocean,ARRS5961187B99F9DE,Jauida,269.76608,7,0.0,101.01,4,0.681,I don't Want to Be Alone Tonight,0,1201dd30-eef8-4982-b83d-81acffa31331,0.539156209732,0.360648924812,2.775,7,0.0,-6.996,1,0.175,249.533,jauida,i don't want to be alone tonight
9258,9259,SOYFDOO12A8C133DA2,146603,Tell The World About This,AR5995Z1187B9A112B,The Tarriers,118.5171,7,0.0,148.294,4,0.479,Red Apple Juice (LP Version),0,09a6a08f-53b0-47b5-92ce-8975fa0b7df1,0.32669972813,0.132384138346,0.323,7,0.0,-14.523,1,0.0,112.071,the tarriers,red apple juice (lp version)
9259,9260,SOGWIQS12A8C1339B1,86789,The Flesh,ARBR7II1187B9B821E,The Flesh,227.00363,5,0.0,86.09,3,0.959,Sweet Defeat,0,16ae66c9-defe-4bef-a8dc-204a14cc1012,0.476657190652,0.360168091317,0.0,5,0.0,-3.861,0,0.044,221.785,the flesh,sweet defeat
9261,9262,SOOSHTY12AAF3B3082,323886,Jazzworks Volume I,ARDXWVZ1187B9B52F1,Michael Whalen,436.53179,2,0.814,112.706,3,1.0,A World In Fast Forward,0,fdd978e6-6ced-4985-81c7-84db3ac7ce0b,0.456605059966,0.36074498441,2.397,2,0.814,-20.523,1,0.789,421.825,michael whalen,a world in fast forward
9262,9263,SOVSPXE12AB0185D78,805834,Ganz schön turbülent,ARIVGZI11E2835F1FC,Bülent Ceylan,54.15138,2,0.288,78.437,1,0.913,Bülent & Mompfreed: Mompfreedonium,0,e65f5570-25c4-4c1e-9d08-3af7d0fe2206,0.305177828689,0.433721034075,0.0,2,0.288,-18.446,1,0.36,54.151,bülent ceylan,bülent & mompfreed: mompfreedonium
9263,9264,SOSLVUL12AB017F892,501703,The Flat Earth (Collector's Edition),ARMG34A1187FB548A8,Thomas Dolby,281.05098,0,0.687,114.595,4,0.0,Marseille (Live On Tour_ 1984),0,5a8cc407-7efb-4e94-9637-d5896395e754,0.641354080934,0.384230562973,3.175,0,0.687,-12.032,1,0.532,269.206,thomas dolby,marseille (live on tour_ 1984)
2400,2401,SOHXBEL12A8C1355E3,200284,Don't Label Us,ARIXCFZ1187B991009,Two Man Advantage,50.83383,0,0.262,210.982,1,0.0,The Sweep,0,2855dc78-1c4c-4aab-9f41-7fbead28a5ff,0.544026019948,0.368908141362,0.0,0,0.262,-6.084,1,0.32,50.834,two man advantage,the sweep
2401,2402,SOSCKEF12AB0181D6F,630606,9th Wonder Presents Dream Merchant Volume 1,ARF9EI11187B9AB66C,9th Wonder featuring Defcon_ Phonte,289.54077,11,0.574,137.534,3,1.0,Almost Genuine,0,48513f24-37d5-423f-b9b7-2b712af7f50d,0.711017021095,0.432695228859,0.061,11,0.574,-7.719,1,0.542,266.037,9th wonder featuring defcon_ phonte,almost genuine
2403,2404,SOTSFFZ12AB0182949,344546,Massacre Musical,ARORSBT11F50C4A96B,De La Ghetto,280.45016,7,0.472,97.02,4,0.575,Es dificil,0,7fb4a3df-377c-41c0-91ee-f286ecca1e0f,0.403984635369,0.454159694128,6.844,7,0.472,-6.876,1,0.546,266.223,de la ghetto,es dificil
2405,2406,SOLXOSZ12A8C1432E2,319515,Outta Babylon & I Love You,ARN03F71187FB4E3F4,Ayo,229.25016,10,0.107,128.022,4,0.433,I Love You,0,633c13a3-335a-466f-8e01-535837faeff5,0.52259018455,0.390641235878,0.0,10,0.107,-16.113,0,0.285,210.257,ayo,i love you
2379,2380,SOZEMEV12A6D4F9317,126280,Across the nation,ARZCEOJ1187B9A91C0,State of Chaos,176.90077,2,0.345,97.619,3,0.53,CHAOS INTRO,0,e5d5cb2d-7874-426d-a965-f3e965ed2084,0.363734083893,0.140390475338,0.456,2,0.345,-18.724,1,0.424,171.915,state of chaos,chaos intro
2381,2382,SOKQFOM12A8C13E738,222208,To Grover_ With Love,AR0LVFQ1187B9A84E0,Jason Miles,269.40036,0,0.37,163.97,4,0.803,Brighton by the Sea,0,eb8700f3-bb21-44d4-b340-4eb162c924ee,0.458055179363,0.233459580053,0.235,0,0.37,-7.467,1,0.364,262.943,jason miles,brighton by the sea
2383,2384,SOPHMAS12AB0186B88,516641,The Official Bootleg Box Set,AROATPL1187FB48E12,UFO,212.61016,7,0.834,116.11,4,1.0,Chains Chains (Live In Hammersmith),0,f6b037df-35e8-4ef5-b59c-5634de1b44d4,0.681130241848,0.45339908329,3.692,7,0.834,-8.548,1,0.681,210.245,ufo,chains chains (live in hammersmith)
2384,2385,SOEWJWO12AB01865EB,369886,CHRISTMAS DANCE SENSATION,ARVN9FZ1187FB393F1,SNOWPATROL,233.03791,0,0.098,144.003,4,0.0,We Wish You A Merry Christmas,0,a66999a7-ae5c-460e-ba94-1a01143ae847,0.818319359139,0.667294595643,2.252,0,0.098,-8.499,0,0.303,229.529,snowpatrol,we wish you a merry christmas
2385,2386,SOAXABK12A8C13C76F,158078,Mis Momentos,AR6C8EJ1187FB3F473,Nelson Ned,200.48934,10,0.427,146.061,4,0.0,A Mi No Me Importa,0,5c70dd66-e717-4ce3-8940-9a530f492383,0.498663648578,0.321882689946,0.0,10,0.427,-12.708,1,0.424,190.038,nelson ned,a mi no me importa
2387,2388,SOJPXLR12AB018378B,370175,Requiem EP,ARXOKNT1187B9AA521,Kali,349.83138,6,0.034,138.048,4,0.304,Ponto,0,9ceb4e76-2b49-48a1-96f5-5fca8a0ca6c8,0.543350012966,0.399265149721,0.0,6,0.034,-6.26,1,0.264,347.045,kali,ponto
2388,2389,SOYSHPW12AC960A4D6,729676,Gotta Walk With da King,AR43KFF1187B9B74B1,Little Freddie King,443.55873,9,0.487,100.011,3,0.833,Bus Station Blues (Live),0,b24e9215-56e2-4393-adac-b0aeedc2b330,0.419320248752,0.338781245112,0.0,9,0.487,-12.552,1,0.381,438.863,little freddie king,bus station blues (live)
6742,6743,SORCHVK12AB018B3C1,666410,Goodbye Blue Monday,AR0B9V01187FB55276,Jeremy Fisher,257.64526,0,0.744,111.915,3,0.487,16 MM Dream,0,f7f9213c-1569-43d5-86d5-a68da0d174b7,0.607327068136,0.500450186296,0.102,0,0.744,-6.843,1,0.861,243.293,jeremy fisher,16 mm dream
2408,2409,SOTRSHW12A58A79E7C,53068,A Classic Soul Christmas,ARTB5PP1187FB523B7,Donny Hathaway,231.18322,5,0.304,92.98,1,0.0,This Christmas (LP Version),0,3f6ae36d-ffdb-40cf-98e6-8023cb1c41c9,0.657406765298,0.422472423243,0.104,5,0.304,-9.647,1,0.395,217.298,donny hathaway,this christmas (lp version)
2409,2410,SONHURK12A8C131104,143653,Curvy Cola Bottle Body,ARO32TC1187FB39461,Chico,332.01587,4,0.425,126.938,4,0.037,Curvy Cola Bottle Body,0,a2b0affd-963f-46a3-9a8d-5b9d1332ccb3,0.504447582619,0.366483301758,0.299,4,0.425,-3.017,0,0.329,326.449,chico,curvy cola bottle body
2410,2411,SOYOZCL12AB0189C16,467245,Heart It Races Remixes,ARIW1BH1187FB4C94A,Architecture In Helsinki,345.75628,5,0.183,100.032,4,0.996,Heart it Races (Frank Tetaz Remix),0,b91f0973-002e-4237-a39f-c7e02e786e53,0.807876867889,0.505181615869,2.096,5,0.183,-7.743,0,0.25,326.531,architecture in helsinki,heart it races (frank tetaz remix)
2411,2412,SOLLKHF12A58A77EE9,257800,Cactuses Come In Flocks,ARNUPIM11F4C83BD4D,Melt Banana,51.61751,10,0.58,86.571,1,0.0,Talk Like POP,0,,0.639249551657,0.413885097666,0.549,10,0.58,-5.728,1,0.455,51.618,melt banana,talk like pop
2417,2418,SOETFVQ12A8151E8B3,273745,The Hit Factory,ARYHTYH11EBCD7C884,The Hit Factory,234.70975,7,0.719,126.342,3,0.832,Im Moving On,0,,0.309621410888,0.166568298704,8.829,7,0.719,-8.299,1,0.662,212.387,the hit factory,im moving on
2420,2421,SOCPSFM12A8C136A50,235400,In This Place,ARUZL121187FB4B42D,True Believers,361.53424,6,0.196,160.731,4,0.0,Turn Around,0,656a129f-fb76-49b6-ad33-2573564f6c22,0.494073815045,0.328073304913,0.0,6,0.196,-4.228,0,0.296,356.525,true believers,turn around
2422,2423,SOSVQVA12A8C137DEA,263855,Hot Rhythm & Cool Blues,AR7S48C1187B99711E,Zuzu Bollin,175.90812,10,0.389,131.683,4,0.599,Why don't you eat where you slept last night ?,0,aaa49e4b-e7f5-48df-93f4-b21846cb3858,0.436155424716,0.0,0.334,10,0.389,-19.263,1,0.362,165.895,zuzu bollin,why don't you eat where you slept last night ?
2423,2424,SOIMFZR12AB017F041,437901,The Legendary Leonard Kwan : The Complete Early Recordings,ARN5BHA1187B99E072,Leonard Kwan,170.31791,5,0.0,108.912,4,0.765,Hawaiian Chimes,0,eee13110-312e-460d-a996-74ba3a11e64d,0.384772190478,0.0,0.293,5,0.0,-17.805,1,0.0,163.318,leonard kwan,hawaiian chimes
2424,2425,SOQLGFP12A58A7800E,249138,The Building,ARD7TVE1187B99BFB1,Casual,259.44771,4,0.412,106.689,1,0.612,OAKtown,0,e77e51a5-4761-45b3-9847-2051f811e366,0.581793765845,0.401997543364,0.212,4,0.412,-8.422,0,0.329,249.667,casual,oaktown
2425,2426,SOQVMXR12A81C21483,274876,Salt In NYC,ARKULSX1187FB45F84,Trafik,424.12363,8,0.466,130.006,4,0.628,Salt In NYC,0,e9cd6eef-e3d5-4801-a75b-f1a48c4b344d,0.596845851745,0.40535201095,0.0,8,0.466,-10.683,0,0.437,403.331,trafik,salt in nyc
2426,2427,SOZHPGD12A8C1394FE,298719,At Last... The Duets Album,AR9AWNF1187B9AB0B4,Kenny G featuring Daryl Hall,236.93016,0,0.242,89.865,4,0.879,Baby Come To Me,0,4cd556a5-db82-43f6-8d55-99598b42da8f,0.751629597261,0.550212561917,1.054,0,0.242,-8.041,1,0.555,221.518,kenny g featuring daryl hall,baby come to me
2427,2428,SOBBXLX12A58A79DDA,338931,Oh Mein Papa,AREDBBQ1187B98AFF5,Eddie Calvert,138.63138,4,0.196,159.587,1,0.033,Erica (2005 Digital Remaster),0,cfc840a4-dfdc-40b9-9ed8-c8ec72739406,0.421187326158,0.310544672135,0.206,4,0.196,-9.672,1,0.197,134.24,eddie calvert,erica (2005 digital remaster)
9252,9253,SOLEPCJ12A6D4F7404,27755,Strictly Personal,ARONRBJ11F50C49E81,Captain Beefheart & The Magic Band,206.57587,9,0.289,186.23,4,0.857,On Tomorrow,0,61f62beb-56e6-4206-b06c-8e1168931007,0.568171928616,0.387496801179,0.0,9,0.289,-15.794,0,0.312,206.576,captain beefheart & the magic band,on tomorrow
9255,9256,SOQKTJJ12AB0181488,555767,KRAUS - Una Voz Universal,AR5R7791187FB3A8C3,Alfredo Kraus,322.29832,2,0.836,110.034,3,0.904,"Los De Aragón: Los De Aragón""",0,07c766d0-7734-4574-ad5a-0798ae57ff5d,0.477387133728,0.363610864647,4.389,2,0.836,-15.734,1,0.649,316.134,alfredo kraus,"los de aragón: los de aragón"""
5707,5708,SOPKDKM12A8C135765,147639,To Sinnefo,ARWKVPA12509411EFF,Stelios Dionisiou,233.92608,0,0.174,99.955,1,0.0,To Sinnefo,0,,0.294566263127,0.0,0.223,0,0.174,-7.306,1,0.255,227.927,stelios dionisiou,to sinnefo
2439,2440,SOTNQRU12A8C131FEF,284078,A Musical Massacre (Explicit),ARNQESK11F4C83FD6F,Beatnuts,170.52689,6,0.436,87.634,4,0.775,Monster For Music,0,,0.608018105915,0.28552323045,1.425,6,0.436,-10.231,1,0.416,165.849,beatnuts,monster for music
